fdc_id,description,carbs_g,calories,protein_g,fat_g
2515736,"macadamia nuts, raw",,,,59.66
2515739,"macadamia nuts, raw",,,,62.75
2515742,"macadamia nuts, raw",,,,64.31
2515745,"pistachio nuts, raw",,,,43.93
2515748,"pistachio nuts, raw",,,,45.03
2515751,"pistachio nuts, raw",,,,43.98
2515754,"pistachio nuts, raw",,,,44.51
2515757,"pistachio nuts, raw",,,,44.59
2515760,"pistachio nuts, raw",,,,48.92
2515763,"pistachio nuts, raw",,,,47.75
2515766,"pistachio nuts, raw",,,,41.44
2515769,"sunflower seed kernels, raw",,,,50.41
2515772,"sunflower seed kernels, raw",,,,44.07
2515775,"sunflower seed kernels, raw",,,,53.28
2515778,"sunflower seed kernels, raw",,,,44.56
2515781,"sunflower seed kernels, raw",,,,46.98
2515784,"sunflower seed kernels, raw",,,,49.53
2515787,"sunflower seed kernels, raw",,,,48.46
2515790,"sunflower seed kernels, raw",,,,50.22
2515793,coconut flour,,,,14.58
2515796,coconut flour,,,,18.93
2515799,coconut flour,,,,17.45
2515802,coconut flour,,,,13.63
2515805,coconut flour,,,,14.87
2515808,coconut flour,,,,15.64
2515811,coconut flour,,,,15.79
2515814,coconut flour,,,,11.36
2515817,"peanuts, raw",,,,44.76
2515820,"peanuts, raw",,,,48.52
2515823,"peanuts, raw",,,,40.06
2515826,"peanuts, raw",,,,47.27
2515829,"peanuts, raw",,,,38.68
2515832,"peanuts, raw",,,,41.84
2515835,"peanuts, raw",,,,43.68
2515838,"peanuts, raw",,,,41.4
2515841,chestnut flour,,,,5.34
2515844,chestnut flour,,,,6.04
2515847,chestnut flour,,,,5.58
2515850,chestnut flour,,,,3.88
2515853,chestnut flour,,,,5.16
2515856,chestnut flour,,,,4.28
2515859,chestnut flour,,,,3.29
2515862,chestnut flour,,,,3.52
2644281,"Beans, cannellini, dry",59.7955,,21.5625,2.199
2644282,"Chickpeas, (garbanzo beans, bengal gram), dry",60.358,,21.275,6.274
2644283,"Lentils, dry",62.17125,,23.56875,1.925
2644284,"Blackeye pea, dry",61.836,,21.225,2.419
2644285,"Beans, black, canned, sodium added, drained and rinsed",19.8135,,6.9125,1.273
2644286,"Beans, navy, canned, sodium added, drained and rinsed",19.98325,,6.56875,1.398
2644287,"Beans, cannellini, canned, sodium added, drained and rinsed",18.8185,,7.4125,1.169
2644288,"Chickpeas (garbanzo beans, bengal gram), canned, sodium added, drained and rinsed",20.32025,,7.01875,3.096
2644289,"Beans, kidney, dark red, canned, sodium added, sugar added, drained and rinsed",21.03,,7.8,1.256
2644290,"Beans, kidney, light red, canned, sodium added, sugar added, drained and rinsed",21.44675,,7.30625,1.299
2644291,"Peas, green, sweet, canned, sodium added, sugar added, drained and rinsed",12.707625,,4.734375,1.153
2644292,"Beans, pinto, canned, sodium added, drained and rinsed",19.60025,,6.69375,1.266
2644293,"Blackeye pea, canned, sodium added, drained and rinsed",19.1659,,6.925,1.296
2644294,"Beans, great northern, canned, sodium added, drained and rinsed",19.32875,,7.03125,1.266
2645753,"beans, cannellini, dry",,,,2.2
2645756,"beans, cannellini, dry",,,,2.0
2645759,"beans, cannellini, dry",,,,2.2
2645762,"beans, cannellini, dry",,,,2.23
2645765,"beans, cannellini, dry",,,,2.65
2645768,"beans, cannellini, dry",,,,2.2
2645771,"beans, cannellini, dry",,,,2.11
2645774,"beans, cannellini, dry",,,,2.0
2645777,"beans, chickpeas/garbanzos, dry",,,,5.94
2645780,"beans, chickpeas/garbanzos, dry",,,,6.15
2645783,"beans, chickpeas/garbanzos, dry",,,,5.86
2645786,"beans, chickpeas/garbanzos, dry",,,,6.46
2645789,"beans, chickpeas/garbanzos, dry",,,,6.85
2645792,"beans, chickpeas/garbanzos, dry",,,,6.28
2645795,"beans, chickpeas/garbanzos, dry",,,,6.44
2645798,"beans, chickpeas/garbanzos, dry",,,,6.21
2645801,"lentils, dry",,,,2.01
2645804,"lentils, dry",,,,2.02
2645807,"lentils, brown, dry",,,,1.98
2645810,"lentils, dry",,,,1.77
2645813,"lentils, dry",,,,1.84
2645816,"lentils, dry",,,,1.88
2645819,"lentils, dry",,,,1.96
2645822,"lentils, dry",,,,1.94
2645825,"blackeye pea, dry",,,,2.42
2645828,"blackeye pea, dry",,,,2.66
2645831,"blackeye pea, dry",,,,2.29
2645834,"blackeye pea, dry",,,,2.22
2645837,"blackeye pea, dry",,,,2.28
2645840,"blackeye pea, dry",,,,2.49
2645843,"blackeye pea, dry",,,,2.59
2645846,"blackeye pea, dry",,,,2.4
2645849,"beans, black, canned, sodium added",,,,0.82
2645852,"beans, black, canned, sodium added",,,,1.08
2645855,"beans, black, canned, sodium added",,,,1.3
2645858,"beans, black, canned, sodium added",,,,1.63
2645861,"beans, black, canned, sodium added",,,,1.16
2645864,"beans, black, canned, sodium added",,,,1.03
2645867,"beans, black, canned, sodium added",,,,1.56
2645870,"beans, black, canned, sodium added",,,,1.6
2645873,"beans, navy, canned, sodium added",,,,1.28
2645876,"beans, navy, canned, sodium added",,,,1.28
2645879,"beans, navy, canned, sodium added",,,,1.59
2645882,"beans, navy, canned, sodium added",,,,1.66
2645885,"beans, navy, canned, sodium added",,,,1.33
2645888,"beans, navy, canned, sodium added",,,,1.36
2645891,"beans, navy, canned, sodium added",,,,1.54
2645894,"beans, navy, canned, sodium added",,,,1.14
2645897,"beans, cannellini, canned, sodium added",,,,1.31
2645900,"beans, cannellini, canned, sodium added",,,,1.22
2645903,"beans, cannellini, canned, sodium added",,,,1.1
2645906,"beans, cannellini, canned, sodium added",,,,0.99
2645909,"beans, cannellini, canned, sodium added",,,,1.12
2645912,"beans, cannellini, canned, sodium added",,,,1.17
2645915,"beans, cannellini, canned, sodium added",,,,1.42
2645918,"beans, cannellini, canned, sodium added",,,,1.02
2645921,"beans, chick peas/garbanzos, canned, sodium added",,,,2.98
2645924,"beans, chick peas/garbanzos, canned, sodium added",,,,3.17
2645927,"beans, chick peas/garbanzos, canned, sodium added",,,,3.04
2645930,"beans, chick peas/garbanzos, canned, sodium added",,,,3.05
2645933,"beans, chick peas/garbanzos, canned, sodium added",,,,2.77
2645936,"beans, chick peas/garbanzos, canned, sodium added",,,,3.53
2645939,"beans, chick peas/garbanzos, canned, sodium added",,,,3.34
2645942,"beans, chick peas/garbanzos, canned, sodium added",,,,2.89
2645945,"beans, kidney, dark red, canned, sodium added, sugar added",,,,1.14
2645948,"beans, kidney, dark red, canned, sodium added, sugar added",,,,1.35
2645951,"beans, kidney, dark red, canned, sodium added, sugar added",,,,1.56
2645954,"beans, kidney, dark red, canned, sodium added, sugar added",,,,1.06
2645957,"beans, kidney, dark red, canned, sodium added, sugar added",,,,1.36
2645960,"beans, kidney, dark red, canned, sodium added, sugar added",,,,1.3
2645963,"beans, kidney, dark red, canned, sodium added, sugar added",,,,1.22
2645966,"beans, kidney, dark red, canned, sodium added, sugar added",,,,1.06
2645969,"beans, kidney, light red, canned, sodium added, sugar added",,,,1.62
2645972,"beans, kidney, light red, canned, sodium added, sugar added",,,,1.15
2645975,"beans, kidney, light red, canned, sodium added, sugar added",,,,1.27
2645978,"beans, kidney, light red, canned, sodium added, sugar added",,,,1.25
2645981,"beans, kidney, light red, canned, sodium added, sugar added",,,,1.32
2645984,"beans, kidney, light red, canned, sodium added, sugar added",,,,1.46
2645987,"beans, kidney, light red, canned, sodium added, sugar added",,,,1.35
2645990,"beans, kidney, light red, canned, sodium added, sugar added",,,,0.97
2645993,"peas, green, sweet, canned, sodium added, sugar added",,,,1.31
2645996,"peas, green, sweet, canned, sodium added, sugar added",,,,1.07
2645999,"peas, green, sweet, canned, sodium added, sugar added",,,,1.26
2646002,"peas, green, sweet, canned, sodium added, sugar added",,,,1.11
2646005,"peas, green, sweet, canned, sodium added, sugar added",,,,1.15
2646008,"peas, green, sweet, canned, sodium added, sugar added",,,,1.12
2646011,"peas, green, sweet, canned, sodium added, sugar added",,,,1.23
2646014,"peas, green, sweet, canned, sodium added, sugar added",,,,0.97
2646017,"beans, pinto, canned, sodium added",,,,1.0
2646020,"beans, pinto, canned, sodium added",,,,1.25
2646023,"beans, pinto, canned, sodium added",,,,1.49
2646026,"beans, pinto, canned, sodium added",,,,1.56
2646029,"beans, pinto, canned, sodium added",,,,1.2
2646032,"beans, pinto, canned, sodium added",,,,1.31
2646035,"beans, pinto, canned, sodium added",,,,1.4
2646038,"beans, pinto, canned, sodium added",,,,0.92
2646041,"beans, blackeye pea, canned, sodium added",,,,1.25
2646044,"beans, blackeye pea, canned, sodium added",,,,1.59
2646047,"beans, blackeye pea, canned, sodium added",,,,1.6
2646050,"beans, blackeye pea, canned, sodium added",,,,1.0
2646053,"beans, blackeye pea, canned, sodium added",,,,1.16
2646056,"beans, blackeye pea, canned, sodium added",,,,1.44
2646059,"beans, blackeye pea, canned, sodium added",,,,1.22
2646062,"beans, blackeye pea, canned, sodium added",,,,1.11
2646065,"beans, great northern, canned, sodium added",,,,1.27
2646068,"beans, great northern, canned, sodium added",,,,1.52
2646071,"beans, great northern, canned, sodium added",,,,0.97
2646074,"beans, great northern, canned, sodium added",,,,1.21
2646077,"beans, great northern, canned, sodium added",,,,1.51
2646080,"beans, great northern, canned, sodium added",,,,1.45
2646083,"beans, great northern, canned, sodium added",,,,1.18
2646086,"beans, great northern, canned, sodium added",,,,1.02
2646168,"Pork, loin, boneless, raw",0.0,,21.11875,9.469
2646169,"Pork, loin, tenderloin, boneless, raw",0.0,,21.58125,3.899
2646170,"Chicken, breast, boneless, skinless, raw",0.0,,22.525,1.934
2646171,"Chicken, thigh, boneless, skinless, raw",0.0,,18.6125,7.916
2646172,"Beef, ribeye, steak, boneless, choice, raw",0.0,,18.74375,20.04
2646173,"Beef, round, top round, boneless, choice, raw",0.852,,21.475,5.703
2646174,"Beef, chuck, roast, boneless, choice, raw",0.0,,18.4,17.8
2646175,"Beef, flank, steak, boneless, choice, raw",0.0,,20.13125,9.399
2647010,"pork, loin, boneless",,,,5.5
2647013,"pork, loin, boneless",,,,6.88
2647016,"pork, loin, boneless",,,,7.33
2647019,"pork, loin, boneless",,,,14.04
2647022,"pork, loin, boneless",,,,9.04
2647025,"pork, loin, boneless",,,,19.43
2647028,"pork, loin, boneless",,,,8.45
2647031,"pork, loin, boneless",,,,5.08
2647034,"pork, tenderloin, boneless",,,,5.34
2647037,"pork, tenderloin, boneless",,,,4.41
2647040,"pork, tenderloin, boneless",,,,2.35
2647043,"pork, tenderloin, boneless",,,,5.21
2647046,"pork, tenderloin, boneless",,,,3.64
2647049,"pork, tenderloin, boneless",,,,3.34
2647052,"pork, tenderloin, boneless",,,,4.12
2647055,"pork, tenderloin, boneless",,,,2.78
2647058,"chicken, breast, boneless, skinless",,,,1.58
2647061,"chicken, breast, boneless, skinless",,,,2.39
2647064,"chicken, breast, boneless, skinless",,,,1.55
2647067,"chicken, breast, boneless, skinless",,,,3.1
2647070,"chicken, breast, boneless, skinless",,,,1.31
2647073,"chicken, breast, boneless, skinless",,,,2.39
2647076,"chicken, breast, boneless, skinless",,,,1.84
2647079,"chicken, breast, boneless, skinless",,,,1.31
2647082,"chicken, thighs, boneless, skinless",,,,6.31
2647085,"chicken, thighs, boneless, skinless",,,,9.67
2647088,"chicken, thighs, boneless, skinless",,,,7.57
2647091,"chicken, thighs, boneless, skinless",,,,7.58
2647094,"chicken, thighs, boneless, skinless",,,,8.25
2647097,"chicken, thighs, boneless, skinless",,,,6.43
2647100,"chicken, thighs, boneless, skinless",,,,9.92
2647103,"chicken, thighs, boneless, skinless",,,,7.6
2647106,"beef, ribeye steak, boneless",,,,16.06
2647109,"beef, ribeye steak, boneless",,,,17.95
2647112,"beef, ribeye steak, boneless",,,,18.3
2647115,"beef, ribeye steak, boneless",,,,17.36
2647118,"beef, ribeye steak, boneless",,,,28.01
2647121,"beef, ribeye steak, boneless",,,,15.8
2647124,"beef, ribeye steak, boneless",,,,25.22
2647127,"beef, ribeye steak, boneless",,,,21.58
2647130,"beef, top round, boneless",,,,8.57
2647133,"beef, top round, boneless",,,,5.61
2647136,"beef, top round, boneless",,,,6.3
2647139,"beef, top round, boneless",,,,3.21
2647142,"beef, top round, boneless",,,,4.42
2647145,"beef, top round, boneless",,,,5.63
2647148,"beef, top round, boneless",,,,7.84
2647151,"beef, top round, boneless",,,,4.04
2647154,"beef, chuck, roast, boneless",,,,13.59
2647157,"beef, chuck, roast, boneless",,,,23.32
2647160,"beef, chuck, roast, boneless",,,,17.66
2647163,"beef, chuck, roast, boneless",,,,28.72
2647166,"beef, chuck, roast, boneless",,,,15.18
2647169,"beef, chuck, roast, boneless",,,,16.04
2647172,"beef, chuck, roast, boneless",,,,20.88
2647175,"beef, chuck, roast, boneless",,,,7.0
2647178,"beef, flank steak",,,,9.96
2647181,"beef, flank steak",,,,12.33
2647184,"beef, flank steak",,,,6.13
2647187,"beef, flank steak",,,,8.13
2647190,"beef, flank steak",,,,6.96
2647193,"beef, flank steak",,,,11.23
2647196,"beef, flank steak",,,,11.65
2647199,"beef, flank steak",,,,8.8
2647437,"Yogurt, plain, nonfat",8.07675,,4.22675,0.0875
2647438,"Cheese, monterey jack, solid",1.8979,,22.6171,32.63
2647439,"Cheese, pasteurized process cheese food or product, American, singles",8.1898,,15.5672,23.86
2647440,"Cheese, provolone, sliced",2.45312,,23.45288,28.13
2647441,"Cheese, oaxaca, solid",2.40202,,22.14498,22.1
2647442,"Cheese, queso fresco, solid",2.9572,,18.8848,23.36
2647443,"Cheese, cotija, solid",2.72432,,23.83568,27.24
2648326,"yogurt, plain, nonfat",,,,0.0
2648329,"yogurt, plain, nonfat",,,,0.08
2648332,"yogurt, plain, nonfat",,,,0.07
2648335,"yogurt, plain, nonfat",,,,0.18
2648338,"yogurt, plain, nonfat",,,,0.07
2648341,"yogurt, plain, nonfat",,,,0.06
2648344,"yogurt, plain, nonfat",,,,0.11
2648347,"yogurt, plain, nonfat",,,,0.13
2648350,"monterey jack cheese, block",,,,33.39
2648353,"monterey jack cheese, block",,,,32.23
2648356,"monterey jack cheese, block",,,,31.89
2648359,"monterey jack cheese, block",,,,33.58
2648362,"monterey jack cheese, block",,,,34.39
2648365,"monterey jack cheese, block",,,,32.31
2648368,"monterey jack cheese, block",,,,32.21
2648371,"monterey jack cheese, block",,,,31.04
2648374,"American pasteurized process cheese food, sliced, individually wrapped",,,,27.5
2648377,"American pasteurized process cheese food, sliced, individually wrapped",,,,26.87
2648380,"American pasteurized prepared cheese product, with added vitamin D, sliced, individually wrapped",,,,22.0
2648383,"American pasteurized process cheese product, sliced, individually wrapped",,,,24.7
2648386,"American pasteurized prepared cheese product, with added vitamin D, sliced, individually wrapped",,,,25.8
2648389,"American pasteurized process cheese food, with added vitamin D, sliced, individually wrapped",,,,22.44
2648392,"American pasteurized prepared cheese product, with added vitamin D, sliced, individually wrapped",,,,21.85
2648395,"American pasteurized prepared cheese product, with added vitamin D, sliced, individually wrapped",,,,19.72
2648398,"provolone cheese, sliced, non-smoked",,,,27.13
2648401,"provolone cheese, sliced, non-smoked",,,,31.76
2648404,"provolone cheese, sliced, non-smoked",,,,26.63
2648407,"provolone cheese, sliced, non-smoked",,,,27.64
2648410,"provolone cheese, sliced, non-smoked",,,,28.2
2648413,"provolone cheese, sliced, non-smoked",,,,27.62
2648416,"provolone cheese, sliced, smoked",,,,27.8
2648419,"provolone cheese, sliced, smoked",,,,28.22
2648422,oaxaca ,,,,22.57
2648425,oaxaca ,,,,23.14
2648428,oaxaca ,,,,21.26
2648431,oaxaca ,,,,20.07
2648434,oaxaca ,,,,22.3
2648437,oaxaca ,,,,20.79
2648440,oaxaca ,,,,25.03
2648443,oaxaca ,,,,21.62
2648446,fresco (solid),,,,23.58
2648449,fresco (solid),,,,20.46
2648452,fresco (solid),,,,26.81
2648455,fresco (solid),,,,23.89
2648458,fresco (solid),,,,21.23
2648461,fresco (solid),,,,23.42
2648464,fresco (solid),,,,22.71
2648467,fresco (solid),,,,24.75
2648470,cotija (solid),,,,26.69
2648473,cotija (solid),,,,33.65
2648476,cotija (solid),,,,28.96
2648479,cotija (solid),,,,23.57
2648482,cotija (solid),,,,30.96
2648485,cotija (solid),,,,25.99
2648488,cotija (solid),,,,20.89
2684440,"Fish, salmon, sockeye, wild caught, raw",0.0,,22.3,4.936
2684441,"Fish, salmon, Atlantic, farm raised, raw",0.0,,20.31875,13.11
2684442,"Fish, tilapia, farm raised, raw",0.0,,19.0,2.479
2684443,"Crustaceans, shrimp, farm raised, raw",0.48495,,15.56875,0.8013
2684444,"Fish, cod, Atlantic, wild caught, raw",0.0,,16.06875,0.6675
2684445,"Fish, catfish, farm raised, raw",0.0,,16.46875,7.308
2684446,"Crustaceans, crab, blue swimming, lump, pasteurized, refrigerated",0.0,,18.65,0.8075
2684673,"shrimp, farm raised, raw, tail off, head off, shell removed, not deveined, 31/40 count",,,,0.55
2684676,"shrimp, farm raised, raw, tail off, head off, shell removed, not deveined, 21/25 count",,,,0.92
2684679,"shrimp, farm raised, raw, tail off, head off, shell removed, not deveined, 36/40 count",,,,1.37
2684682,"shrimp, farm raised, raw, tail off, head off, shell removed, not deveined, 26/30 count",,,,0.76
2684685,"shrimp, farm raised, raw, tail off, head off, shell removed, not deveined, 26/30 count",,,,0.5
2684688,"shrimp, farm raised, raw, tail off, head off, shell removed, not deveined, 26/30 count",,,,0.74
2684691,"shrimp, farm raised, raw, tail off, head off, shell removed, not deveined, 26/30 count",,,,0.99
2684694,"shrimp, farm raised, raw, tail off, head off, shell removed, not deveined, 21/25 count",,,,0.58
2684697,"salmon, sockeye, wild caught, raw, skin removed",,,,4.34
2684700,"salmon, sockeye, wild caught, raw, skin removed",,,,4.62
2684703,"salmon, sockeye, wild caught, raw, skin removed",,,,6.39
2684706,"salmon, sockeye, wild caught, raw, skin removed",,,,4.9
2684709,"salmon, sockeye, wild caught, raw, skin removed",,,,4.32
2684712,"salmon, sockeye, wild caught, raw, skin removed",,,,3.97
2684715,"salmon, sockeye, wild caught, raw, skin removed",,,,6.41
2684718,"salmon, sockeye, wild caught, raw, skin removed",,,,4.54
2684721,"salmon, Atlantic, farm raised, raw, skin removed",,,,13.97
2684724,"salmon, Atlantic, farm raised, raw, skin removed",,,,14.79
2684727,"salmon, Atlantic, farm raised, raw, skin removed",,,,13.11
2684730,"salmon, Atlantic, farm raised, raw, skin removed",,,,11.36
2684733,"salmon, Atlantic, farm raised, raw, skin removed",,,,13.6
2684736,"salmon, Atlantic, farm raised, raw, skin removed",,,,11.56
2684739,"salmon, Atlantic, farm raised, raw, skin removed",,,,10.44
2684742,"salmon, Atlantic, farm raised, raw, skin removed",,,,16.04
2684745,"tilapia, farm raised, raw, skin removed",,,,2.18
2684748,"tilapia, farm raised, raw, skin removed",,,,2.19
2684751,"tilapia, farm raised, raw, skin removed",,,,2.8
2684754,"tilapia, farm raised, raw, skin removed",,,,3.74
2684757,"tilapia, farm raised, raw, skin removed",,,,1.41
2684760,"tilapia, farm raised, raw, skin removed",,,,2.02
2684763,"tilapia, farm raised, raw, skin removed",,,,3.33
2684766,"tilapia, farm raised, raw, skin removed",,,,2.16
2684769,"cod, Atlantic, wild caught, raw, skin removed",,,,0.61
2684772,"cod, Atlantic, wild caught, raw, skin removed",,,,0.54
2684775,"cod, Atlantic, wild caught, raw, skin removed",,,,0.95
2684778,"cod, Atlantic, wild caught, raw, skin removed",,,,0.49
2684781,"cod, Atlantic, wild caught, raw, skin removed",,,,0.77
2684784,"cod, Atlantic, wild caught, raw, skin removed",,,,0.83
2684787,"cod, Atlantic, wild caught, raw, skin removed",,,,0.56
2684790,"cod, Atlantic, wild caught, raw, skin removed",,,,0.59
2684793,"catfish, farm raised, raw, skin removed",,,,6.82
2684796,"catfish, farm raised, raw, skin removed",,,,7.13
2684799,"catfish, farm raised, raw, skin removed",,,,7.14
2684802,"catfish, farm raised, raw, skin removed",,,,7.45
2684805,"catfish, farm raised, raw, skin removed",,,,6.83
2684808,"catfish, farm raised, raw, skin removed",,,,10.11
2684811,"catfish, farm raised, raw, skin removed",,,,5.86
2684814,"catfish, farm raised, raw, skin removed",,,,7.12
2684817,"crab, blue swimming, lump, pasteurized, refrigerated",,,,0.93
2684820,"crab, blue swimming, lump, pasteurized, refrigerated",,,,0.78
2684823,"crab, blue swimming, lump, pasteurized, refrigerated",,,,0.97
2684826,"crab, blue swimming, lump, pasteurized, refrigerated",,,,0.7
2684829,"crab, blue swimming, lump, pasteurized, refrigerated",,,,0.9
2684832,"crab, blue swimming, lump, pasteurized, refrigerated",,,,0.76
2684835,"crab, blue swimming, lump, pasteurized, refrigerated",,,,0.79
2684838,"crab, blue swimming, lump, pasteurized, refrigerated",,,,0.63
2685568,"Squash, summer, green, zucchini, includes skin, raw",3.27,,0.984375,0.205
2685569,"Squash, summer, yellow, includes skin, raw",4.39,,0.890625,0.135
2685570,"Squash, winter, butternut, raw",10.50745,,1.14875,0.1675
2685571,"Squash, winter, acorn, raw",10.48,,1.25,0.1825
2685572,"Cabbage, bok choy, raw",3.51495,,1.02375,0.2338
2685573,"Cauliflower, raw",4.723075,,1.640625,0.2375
2685574,"Collards, raw",7.02225,,2.96875,0.77
2685575,"Brussels sprouts, raw",9.615625,,3.984375,0.565
2685576,"Beets, raw",8.787,,1.6875,0.3025
2685577,"Eggplant, raw",5.399325,,0.851875,0.12
2685578,"Tomatoes, whole, canned, solids and liquids, with salt added",4.2874,,0.8675,0.2063
2685579,"Tomato, sauce, canned, with salt added",6.331625,,1.351875,0.3825
2685580,"Tomato, paste, canned, without salt added",20.188125,,4.234375,0.7325
2685581,"Tomatoes, crushed, canned",7.137,,1.4375,0.3975
2685582,"Tomato, puree, canned",8.036875,,1.578125,0.265
2687404,"Squash, zucchini, raw",,,,0.2
2687407,"Squash, zucchini, raw",,,,0.0
2687410,"Squash, zucchini, raw",,,,0.21
2687413,"Squash, zucchini, raw",,,,0.09
2687416,"Squash, zucchini, raw",,,,0.31
2687419,"Squash, zucchini, raw",,,,0.42
2687422,"Squash, zucchini, raw",,,,0.21
2687425,"Squash, zucchini, raw",,,,0.2
2687428,"Squash, yellow, raw",,,,0.0
2687431,"Squash, yellow, raw",,,,0.14
2687434,"Squash, yellow, raw",,,,0.11
2687437,"Squash, yellow, raw",,,,0.0
2687440,"Squash, yellow, raw",,,,0.22
2687443,"Squash, yellow, raw",,,,0.28
2687446,"Squash, yellow, raw",,,,0.13
2687449,"Squash, yellow, raw",,,,0.2
2687452,"Squash, butternut, raw",,,,0.0
2687455,"Squash, butternut, raw",,,,0.08
2687458,"Squash, butternut, raw",,,,0.21
2687461,"Squash, butternut, raw",,,,0.17
2687464,"Squash, butternut, raw",,,,0.2
2687467,"Squash, butternut, raw",,,,0.17
2687470,"Squash, butternut, raw",,,,0.0
2687473,"Squash, butternut, raw",,,,0.51
2687476,"Squash, acorn, raw",,,,0.4
2687479,"Squash, acorn, raw",,,,0.39
2687482,"Squash, acorn, raw",,,,0.0
2687485,"Squash, acorn, raw",,,,0.0
2687488,"Squash, acorn, raw",,,,0.0
2687491,"Squash, acorn, raw",,,,0.32
2687494,"Squash, acorn, raw",,,,0.24
2687497,"Squash, acorn, raw",,,,0.11
2687500,"Bok choy, regular (not baby), raw",,,,0.37
2687503,"Bok choy, regular (not baby), raw",,,,0.22
2687506,"Bok choy, regular (not baby), raw",,,,0.1
2687509,"Bok choy, regular (not baby), raw",,,,0.27
2687512,"Bok choy, regular (not baby), raw",,,,0.32
2687515,"Bok choy, regular (not baby), raw",,,,0.09
2687518,"Bok choy, regular (not baby), raw",,,,0.19
2687521,"Bok choy, regular (not baby), raw",,,,0.31
2687524,"Cauliflower, raw",,,,0.27
2687527,"Cauliflower, raw",,,,0.15
2687530,"Cauliflower, raw",,,,0.11
2687533,"Cauliflower, raw",,,,0.46
2687536,"Cauliflower, raw",,,,0.26
2687539,"Cauliflower, raw",,,,0.33
2687542,"Cauliflower, raw",,,,0.0
2687545,"Cauliflower, raw",,,,0.32
2687548,"Collards, raw",,,,0.69
2687551,"Collards, raw",,,,1.02
2687554,"Collards, raw",,,,0.65
2687557,"Collards, raw",,,,0.96
2687560,"Collards, raw",,,,0.44
2687563,"Collards, raw",,,,0.97
2687566,"Collards, raw",,,,0.81
2687569,"Collards, raw",,,,0.62
2687572,"Brussels sprouts, raw",,,,0.47
2687575,"Brussels sprouts, raw",,,,0.46
2687578,"Brussels sprouts, raw",,,,0.62
2687581,"Brussels sprouts, raw",,,,0.8
2687584,"Brussels sprouts, raw",,,,0.6
2687587,"Brussels sprouts, raw",,,,0.42
2687590,"Brussels sprouts, raw",,,,0.41
2687593,"Brussels sprouts, raw",,,,0.74
2687596,"Beets, raw",,,,0.23
2687599,"Beets, raw",,,,0.41
2687602,"Beets, raw",,,,0.41
2687605,"Beets, raw",,,,0.21
2687608,"Beets, raw",,,,0.34
2687611,"Beets, raw",,,,0.27
2687614,"Beets, raw",,,,0.28
2687617,"Beets, raw",,,,0.27
2687620,"Eggplant, Italian, raw",,,,0.0
2687623,"Eggplant, Italian, raw",,,,0.12
2687626,"Eggplant, Italian, raw",,,,0.14
2687629,"Eggplant, Italian, raw",,,,0.37
2687632,"Eggplant, Italian, raw",,,,0.0
2687635,"Eggplant, Italian, raw",,,,0.33
2687638,"Eggplant, Italian, raw",,,,0.0
2687641,"Eggplant, Italian, raw",,,,0.0
2687644,"tomatoes, whole, canned, solids and liquids, with salt added",,,,0.2
2687647,"tomatoes, whole, canned, solids and liquids, with salt added",,,,0.1
2687650,"tomatoes, whole, canned, solids and liquids, with salt added",,,,0.09
2687653,"tomatoes, whole, canned, solids and liquids, with salt added",,,,0.48
2687656,"tomatoes, whole, canned, solids and liquids, with salt added",,,,0.0
2687659,"tomatoes, whole, canned, solids and liquids, with salt added",,,,0.2
2687662,"tomatoes, whole, canned, solids and liquids, with salt added",,,,0.4
2687665,"tomatoes, whole, canned, solids and liquids, with salt added",,,,0.18
2687668,"tomato, sauce, canned, with salt added",,,,0.36
2687671,"tomato, sauce, canned, with salt added",,,,0.16
2687674,"tomato, sauce, canned, with salt added",,,,0.35
2687677,"tomato, sauce, canned, with salt added",,,,0.21
2687680,"tomato, sauce, canned, with salt added",,,,0.49
2687683,"tomato, sauce, canned, with salt added",,,,0.33
2687686,"tomato, sauce, canned, with salt added",,,,0.54
2687689,"tomato, sauce, canned, with salt added",,,,0.62
2687692,"tomato, paste, canned, without salt added",,,,0.63
2687695,"tomato, paste, canned, double- concentrated, without salt added",,,,0.78
2687698,"tomato, paste, canned, without salt added",,,,0.59
2687701,"tomato, paste, canned, without salt added",,,,0.8
2687704,"tomato, paste, canned, without salt added",,,,0.67
2687707,"tomato, paste, canned, without salt added",,,,1.01
2687710,"tomato, paste, canned, without salt added",,,,0.74
2687713,"tomato, paste, canned, without salt added",,,,0.64
2687716,"tomatoes, crushed, canned, salt added",,,,0.38
2687719,"tomatoes, crushed, canned, no salt added",,,,0.35
2687722,"tomatoes, crushed, canned, salt added",,,,0.43
2687725,"tomatoes, crushed, canned, salt added",,,,0.67
2687728,"tomatoes, crushed, canned, salt added",,,,0.37
2687731,"tomatoes, crushed, canned, salt added",,,,0.35
2687734,"tomatoes, crushed, canned, salt added",,,,0.33
2687737,"tomatoes, crushed, canned, salt added",,,,0.3
2687740,"tomato, puree, canned, no salt added",,,,0.25
2687743,"tomato, puree, canned, no salt added",,,,0.24
2687746,"tomato, puree, canned, no salt added",,,,0.24
2687749,"tomato, puree, canned, no salt added",,,,0.37
2687752,"tomato, puree, canned, no salt added",,,,0.09
2687755,"tomato, puree, canned, no salt added",,,,0.32
2687758,"tomato, puree, canned, salt added",,,,0.45
2687761,"tomato, puree, canned, no salt added",,,,0.16
2710815,"Apricot, with skin, raw",10.23875,,0.96125,0.405
