fdc_id,description,carbs_g,calories,protein_g,fat_g
330844,"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, pan-broiled crumbles (CT1)",,,26.0,
330854,"Total Fat, Ground turkey, 93% lean, 7% fat, patties, broiled (CT1)",,,,12.2
330855,"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, patties, broiled (CT1) ",,,26.1,
330858,"Total Fat, Ground turkey, 93% lean, 7% fat, raw (AL1)",,,,9.29
330859,"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, raw (AL1) ",,,17.8,
330867,"Total Fat, Ground turkey, 93% lean, 7% fat, patties, broiled (AL1)",,,,13.8
330868,"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, patties, broiled (AL1) ",,,28.0,
330869,"Turkey, ground, 93% lean, 7% fat, pan-broiled crumbles",0.0,571.0,27.1,11.6
330883,"Fat, Chicken, dark meat, lean only, drumstick, braised, non-enhanced (AL1,CA1) - 14B-06-05-TotalFat",,,,5.67
330906,"Fat, Chicken, skin, raw, from drumsticks and thighs, non-enhanced (National) - 14B-01-01-TotalFat",,,,44.2
330922,"Fat, Chicken, skin, raw, from drumsticks and thighs, non-enhanced (CO1,CT1,IN1) - 14B-01-03-TotalFat",,,,43.3
330929,"Fat, Chicken, skin, roasted, from drumsticks and thighs, non-enhanced (National) - 14B-02-01-TotalFat",,,,45.6
330944,"Fat, Chicken, skin, roasted, from drumsticks and thighs, non-enhanced (CO1,CT1,IN1) - 14B-02-03-TotalFat",,,,41.1
330949,"Fat, Chicken, skin, braised, from drumsticks and thighs, non-enhanced (National) - 14B-03-01-TotalFat",,,,45.2
330964,"Proximates, Chicken, skin, braised, from drumsticks and thighs, non-enhanced (CO1,CT1,IN1) - 14B-03-03-prox",,,,36.1
331020,"Fat, Chicken, dark meat, lean only, drumstick, raw, non-enhanced (National) - 14B-04-01-TotalFat",,,,3.81
331036,"Fat, Chicken, dark meat, lean only, drumstick, raw, non-enhanced (CO1,CT1,IN1) - 14B-04-03-TotalFat",,,,3.54
331091,"Fat, Chicken, dark meat, lean only, drumstick, roasted, non-enhanced (National) - 14B-05-01-TotalFat",,,,5.48
331107,"Fat, Chicken, dark meat, lean only, drumstick, roasted, non-enhanced (CO1,CT1,IN1) - 14B-05-03-TotalFat",,,,5.8
331162,"Fat, Chicken, dark meat, lean only, drumstick, braised, non-enhanced (National) - 14B-06-01-TotalFat",,,,5.54
331179,"Fat, Chicken, dark meat, lean only, drumstick, braised, non-enhanced (CO1,CT1,IN1) - 14B-06-03-TotalFat",,,,5.67
331231,"Fat, Chicken, dark meat, lean only, thigh, raw, non-enhanced (National) - 14B-07-01-TotalFat",,,,3.83
331242,"Fat, Chicken, dark meat, lean only, thigh, raw, non-enhanced (CO1,CT1) - 14B-07-03-TotalFat",,,,4.34
331296,"Fat, Chicken, dark meat, lean only, thigh, roasted, non-enhanced (National) - 14B-08-01-TotalFat",,,,8.93
331310,"Fat, Chicken, dark meat, lean only, thigh, roasted, non-enhanced (CO1,CT1) - 14B-08-03-TotalFat",,,,7.81
331360,"Fat, Chicken, dark meat, lean only, thigh, braised, non-enhanced (National) - 14B-09-01-TotalFat",,,,8.63
331375,"Fat, Chicken, dark meat, lean only, thigh, braised, non-enhanced (CO1,CT1) - 14B-09-03-TotalFat",,,,8.76
331391,"Fat, Chicken, skin, raw, from drumsticks and thighs, non-enhanced (FL1,MO1,NY1) - 14B-01-04-TotalFat",,,,47.9
331404,"Fat, Chicken, skin, roasted, from drumsticks and thighs, non-enhanced (FL1,MO1,NY1) - 14B-02-04-TotalFat",,,,47.6
331416,"Fat, Chicken, skin, braised, from drumsticks and thighs, non-enhanced (FL1,MO1,NY1) - 14B-03-04-TotalFat",,,,46.1
331430,"Fat, Chicken, dark meat, lean only, thigh, raw, non-enhanced (FL1,MO1,NY1) - 14B-07-04-TotalFat",,,,3.97
331443,"Fat, Chicken, dark meat, lean only, thigh, roasted, non-enhanced (FL1,MO1,NY1) - 14B-08-04-TotalFat",,,,7.71
331457,"Fat, Chicken, dark meat, lean only, thigh, braised, non-enhanced (FL1,MO1,NY1) - 14B-09-04-TotalFat",,,,8.6
331472,"Fat, Chicken, dark meat, lean only, drumstick, raw, non-enhanced (FL1,MO1,NY1) - 14B-04-04-TotalFat",,,,3.74
331485,"Fat, Chicken, dark meat, lean only, drumstick, roasted, non-enhanced (FL1,MO1,NY1) - 14B-05-04-TotalFat",,,,5.33
331501,"Fat, Chicken, dark meat, lean only, drumstick, braised, non-enhanced (FL1,MO1,NY1) - 14B-06-04-TotalFat",,,,6.29
331514,"Fat, Chicken, skin, raw, from drumsticks and thighs, non-enhanced (AL1,CA1) - 14B-01-05-TotalFat",,,,44.3
331518,"Fat, Chicken, skin, roasted, from drumsticks and thighs, non-enhanced (AL1,CA1) - 14B-02-05-TotalFat",,,,44.5
331538,"Fat, Chicken, skin, braised, from drumsticks and thighs, non-enhanced (AL1,CA1) - 14B-03-05-TotalFat",,,,44.0
331551,"Fat, Chicken, dark meat, lean only, thigh, raw, non-enhanced (AL1,CA1) - 14B-07-05-TotalFat",,,,4.01
331564,"Fat, Chicken, dark meat, lean only, thigh, roasted, non-enhanced (AL1,CA1) - 14B-08-05-TotalFat",,,,8.24
331575,"Fat, Chicken, dark meat, lean only, thigh, braised, non-enhanced (AL1,CA1) - 14B-09-05-TotalFat",,,,9.01
331586,"Fat, Chicken, skin, raw, from drumsticks and thighs, non-enhanced (CA2,NC1) - 14B-01-02-TotalFat",,,,41.4
331607,"Fat, Chicken, skin, roasted, from drumsticks and thighs, non-enhanced (CA2,NC1) - 14B-02-02-TotalFat",,,,41.1
331618,"Fat, Chicken, skin, braised, from drumsticks and thighs, non-enhanced (CA2,NC1) - 14B-03-02-TotalFat",,,,42.5
331633,"Fat, Chicken, dark meat, lean only, thigh, raw, non-enhanced (CA2,NC1) - 14B-07-02-TotalFat",,,,4.41
331645,"Fat, Chicken, dark meat, lean only, thigh, roasted, non-enhanced (CA2,NC1) - 14B-08-02-TotalFat",,,,8.66
331658,"Fat, Chicken, dark meat, lean only, thigh, braised, non-enhanced (CA2,NC1) - 14B-09-02-TotalFat",,,,8.15
331671,"Fat, Chicken, dark meat, lean only, drumstick, raw, non-enhanced (CA2,NC1) - 14B-04-02-TotalFat",,,,3.63
331683,"Fat, Chicken, dark meat, lean only, drumstick, roasted, non-enhanced (CA2,NC1) - 14B-05-02-TotalFat",,,,5.18
331696,"Fat, Chicken, dark meat, lean only, drumstick, braised, non-enhanced (CA2,NC1) - 14B-06-02-TotalFat",,,,6.19
331711,"Fat, Chicken, dark meat, lean only, drumstick, raw, non-enhanced (AL1,CA1) - 14B-04-05-TotalFat",,,,4.36
331724,"Fat, Chicken, dark meat, lean only, drumstick, roasted, non-enhanced (AL1,CA1) - 14B-05-05-TotalFat",,,,5.64
331750,"Fat, Chicken, dark meat, lean only, drumstick, braised, enhanced (OK1,MI1) - 14B-06-06-TotalFat",,,,6.33
331754,"Proximates, Chicken, skin, raw, from drumsticks and thighs, enhanced (OK1,MI1) - 14B-01-06-prox",,,,42.7
331774,"Fat, Chicken, skin, roasted, from drumsticks and thighs, enhanced (OK1,MI1) - 14B-02-06-TotalFat",,,,41.8
331786,"Proximates, Chicken, skin, braised, from drumsticks and thighs, enhanced (OK1,MI1) - 14B-03-06-prox",,,,38.9
331807,"Fat, Chicken, dark meat, lean only, thigh, raw, enhanced (OK1,MI1) - 14B-07-06-TotalFat",,,,3.8
331829,"Fat, Chicken, dark meat, lean only, thigh, roasted, enhanced (OK1,MI1) - 14B-08-06-TotalFat",,,,7.2
331851,"Fat, Chicken, dark meat, lean only, thigh, braised, enhanced (OK1,MI1) - 14B-09-06-TotalFat",,,,6.91
331873,"Fat, Chicken, dark meat, lean only, drumstick, raw, enhanced (OK1,MI1) - 14B-04-06-TotalFat",,,,3.88
331895,"Fat, Chicken, dark meat, lean only, drumstick, roasted, enhanced (OK1,MI1) - 14B-05-06-TotalFat",,,,5.21
331897,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",0.0,404.0,23.9,5.95
331903,"Proximates, Chicken breasts, boneless, skinless, non-enhanced, braised (IN,NY) - 17A-02-01-Prox",,,,3.99
331910,"Proximates, Chicken breasts, boneless, skinless, non-enhanced, braised (CA2,NC) - 17A-02-03-Prox",,,,3.35
331916,"Proximates, Chicken breasts, boneless, skinless, non-enhanced, braised (FL,MO) - 17A-02-05-Prox",,,,3.17
331926,"Proximates, Chicken breasts, boneless, skinless, non-enhanced, braised (MI,OK) - 17A-02-06-Prox",,,,2.17
331941,"Proximates, Chicken breasts, boneless, skinless, non-enhanced, braised (CO,CT) - 17A-02-04-Prox",,,,3.91
331955,"Proximates, Chicken breasts, boneless, skinless, non-enhanced, braised (AL,CA1) - 17A-02-02-Prox",,,,2.88
331960,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, braised",0.0,430.5,32.1,3.24
331997,"Proximates, Sauce, pasta, RAGU Old World, bottled spaghetti sauce (NY1) - NFY0904RR",,,,2.24
332002,"Proximates, Sauce, pasta, RAGU Old World, bottled spaghetti sauce (IN1) - NFY0904RL",,,,2.16
332007,"Proximates, Sauce, pasta, RAGU Old World, bottled spaghetti sauce (CA1) - NFY0904S3",,,,2.05
332012,"Proximates, Sauce, pasta, RAGU Old World, bottled spaghetti sauce (AL1) - NFY0904RX",,,,1.98
332016,"Proximates, Sauce, pasta, RAGU Old World, bottled spaghetti sauce (CA2) - NFY0904S9",,,,2.14
332021,"Proximates, Sauce, pasta, RAGU Old World, bottled spaghetti sauce (NC1) - NFY0904SF",,,,1.87
332026,"Proximates, Sauce, pasta, RAGU Old World, bottled spaghetti sauce (CO2) - NFY0904SL",,,,2.02
332039,"Proximates, Sauce, pasta, RAGU Old World, bottled spaghetti sauce (CT1) - NFY0904SR",,,,2.16
332052,"Proximates, Sauce, pasta, RAGU Old World, bottled spaghetti sauce (OK1) - NFY0904TF",,,,1.99
332057,"Proximates, Sauce, pasta, RAGU Old World, bottled spaghetti sauce (MO1) - NFY0904T3",,,,2.82
332062,"Proximates, Sauce, pasta, RAGU Old World, bottled spaghetti sauce (MI1) - NFY0904T9",,,,1.97
332067,"Proximates, Sauce, pasta, RAGU Old World, bottled spaghetti sauce (FL1) - NFY0904SX",,,,2.34
332112,"Proximates, Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce (AL1) - NFY0904VF",,,,1.38
332117,"Proximates, Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce (IN1) - NFY0904V3",,,,1.21
332122,"Proximates, Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce (NY1) - NFY0904V9",,,,1.9
332127,"Proximates, Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce (CA1) - NFY0904VL",,,,1.38
332131,"Proximates, Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce (CO2) - NFY0904W3",,,,1.71
332135,"Proximates, Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce (CA2) - NFY0904VR",,,,1.4
332140,"Proximates, Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce (FL1) - NFY0904WF",,,,1.67
332153,"Proximates, Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce (NC1) - NFY0904VX",,,,1.35
332158,"Proximates, Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce (CT1) - NFY0904W9",,,,1.42
332163,"Proximates, Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce (MI1) - NFY0904WR",,,,1.47
332168,"Proximates, Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce (MO1) - NFY0904WL",,,,1.52
332173,"Proximates, Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce (OK1) - NFY0904WX",,,,1.88
332226,"Proximates, Sauce, pasta, HUNTS original, canned spaghetti sauce (IN1) - NFY0904YL",,,,0.83
332231,"Proximates, Sauce, pasta, HUNTS original, canned spaghetti sauce (AL1) - NFY0904YX",,,,0.82
332236,"Proximates, Sauce, pasta, HUNTS original, canned spaghetti sauce (CA1) - NFY0904Z3",,,,0.67
332241,"Proximates, Sauce, pasta, HUNTS original, canned spaghetti sauce (NC1) - NFY0904ZF",,,,0.63
332246,"Proximates, Sauce, pasta, HUNTS original, canned spaghetti sauce (NY1) - NFY0904YR",,,,0.78
332251,"Proximates, Sauce, pasta, HUNTS original, canned spaghetti sauce (CO2) - NFY0904ZL",,,,0.79
332256,"Proximates, Sauce, pasta, HUNTS original, canned spaghetti sauce (CT1) - NFY0904ZR",,,,0.67
332261,"Proximates, Sauce, pasta, HUNTS original, canned spaghetti sauce (MO1) - NFY090503",,,,0.76
332266,"Proximates, Sauce, pasta, HUNTS original, canned spaghetti sauce (OK1) - NFY09050F",,,,0.8
332271,"Proximates, Sauce, pasta, HUNTS original, canned spaghetti sauce (MI1) - NFY090509",,,,0.91
332276,"Proximates, Sauce, pasta, HUNTS original, canned spaghetti sauce (FL1) - NFY0904ZX",,,,1.02
332281,"Proximates, Sauce, pasta, HUNTS original, canned spaghetti sauce (CA2) - NFY0904Z9",,,,0.65
332282,"Sauce, pasta, spaghetti/marinara, ready-to-serve",8.05,115.5,1.41,1.48
332289,"Lunchmeat, ham - NFY1210OA",,,,4.66
332301,"Lunchmeat, ham - NFY1210NW",,,,3.24
332313,"Lunchmeat, ham - NFY1210OP",,,,3.62
332323,"Lunchmeat, ham - NFY1210P3",,,,3.99
332335,"Lunchmeat, ham - NFY1210PW",,,,3.08
332347,"Lunchmeat, ham - NFY1210PP",,,,3.07
332354,"Lunchmeat, ham - NFY1210PI",,,,3.92
332364,"Lunchmeat, ham - NFY1210Q3",,,,3.02
332372,"Lunchmeat, ham - NFY1210QH",,,,4.44
332384,"Lunchmeat, ham - NFY1210QA",,,,4.38
332396,"Lunchmeat, ham - NFY1210R2",,,,3.61
332397,"Ham, sliced, pre-packaged, deli meat (96%fat free, water added)",0.27,274.5,16.7,3.73
332401,"Pears, Bartlett, Region 4, n/a, Yes, Proximates - NFY0000AA",,,,0.15
332421,"Pears, Bartlett, Region 1, n/a, Yes, Proximates - NFY000093",,,,0.07
332449,"Pears, Bosc, Region 4, n/a, Yes, Proximates - NFY0000CW",,,,0.07
332470,"Pears, Green Anjou, Region 4, n/a, Yes, Proximates - NFY0000ID",,,,0.07
332472,"Pears, Bosc, Region 1, n/a, Yes, Proximates - NFY0000BP",,,,0.07
332476,"Pears, Green Anjou, Region 1, n/a, Yes, Proximates - NFY0000H6",,,,0.11
332485,"Pears, Bartlett, Region 3, n/a, Yes, Proximates - NFY00009Y",,,,0.3
332504,"Pears, Bartlett, Region 2, n/a, Yes, Proximates - NFY00009F",,,,0.2
332533,"Pears, Bosc, Region 3, n/a, Yes, Proximates - NFY0000CK",,,,0.2
332554,"Pears, Green Anjou, Region 3, n/a, Yes, Proximates - NFY0000I1",,,,0.1
332556,"Pears, Bosc, Region 2, n/a, Yes, Proximates - NFY0000C1",,,,0.1
332560,"Pears, Green Anjou, Region 2, n/a, Yes, Proximates - NFY0000HI",,,,0.2
332570,"Pears, Bartlett, Pass 2, Regions 1 & 4, n/a, Yes - Proximates, NFY0106W9",,,,0.13
332586,"Pears, Bartlett, Pass 2, Regions 2 & 3, n/a, Yes - Proximates, NFY0106WZ",,,,0.11
332597,"Pears, raw, bartlett (Includes foods for USDA's Food Distribution Program)",15.1,147.5,0.38,0.16
332603,"Olives, Green Manzanilla, Mario - CA1",,,,14.5
332612,"Olives, Green Manzanilla, Mario - NE, NC",,,,13.4
332622,"Olives, Green Manzanilla, Lindsay - IN, NC",,,,12.5
332632,"Olives, Green Manzanilla, Store Brand - GA, IN",,,,14.7
332642,"Olives, Green Manzanilla, Store Brand - IA, TX",,,,12.2
332656,"Olives, Green Manzanilla, Lindsay - GA, IA",,,,12.1
332674,"Olives, Green Manzanilla, Mario - KY, TX",,,,13.1
332695,"Olives, Green Manzanilla, Lindsay - KY, NE",,,,12.6
332715,"Olives, Green Manzanilla, Store Brand, Great Value - NE, NC",,,,11.5
332729,"Olives, Green Manzanilla, Mario - GA, IN",,,,14.8
332749,"Olives, Green Manzanilla, Store Brand, Great Value - KY, CA1",,,,11.1
332765,"Olives, Green Manzanilla, Star - AZ, CA2",,,,13.0
332784,"Olives, Green Manzanilla - PA, NJ",,,,12.6
332791,"Olives, green, Manzanilla, stuffed with pimiento",4.96,336.5,1.15,12.9
332798,"CHORIZO PORK SAUSAGE, MIXED BRAND, COOKED",,,,34.7
332807,"CHORIZO PORK SAUSAGE, MIXED BRAND, COOKED",,,,23.0
332815,"CHORIZO PORK SAUSAGE, MIXED BRAND, COOKED",,,,26.8
332826,"CHORIZO PORK SAUSAGE, MIXED BRAND, COOKED",,,,26.0
332836,"CHORIZO PORK SAUSAGE, MIXED BRAND, COOKED",,,,28.2
332845,"CHORIZO PORK SAUSAGE, MIXED BRAND, COOKED",,,,27.5
332854,"CHORIZO PORK SAUSAGE, JOHNSONVILLE, COOKED",,,,28.4
332861,"CHORIZO PORK SAUSAGE, JOHNSONVILLE, COOKED",,,,28.4
332864,"Sausage, pork, chorizo, link or ground, cooked, pan-fried",2.63,898.0,19.3,28.1
332870,"OATMEAL COOKIES WITH RAISINS, PEPPERIDGE FARM SOFT BAKED",,,,14.9
332877,"OATMEAL COOKIES WITH RAISINS, PEPPERIDGE FARM SOFT BAKED",,,,15.2
332886,"OATMEAL COOKIES WITH RAISINS, STORE/OTHER BRAND",,,,13.8
332893,"OATMEAL COOKIES WITH RAISINS, STORE/OTHER BRAND",,,,11.0
332907,"OATMEAL COOKIES WITH RAISINS, PEPPERIDGE FARM SOFT BAKED",,,,14.9
332928,"OATMEAL COOKIES WITH RAISINS, STORE/OTHER BRAND",,,,15.8
332945,"OATMEAL COOKIES WITH RAISINS, STORE/OTHER BRAND",,,,14.0
332963,"OATMEAL COOKIES WITH RAISINS, PEPPERIDGE FARM SOFT BAKED",,,,15.0
332979,"OATMEAL COOKIES WITH RAISINS, STORE/OTHER BRAND",,,,12.2
332989,"OATMEAL COOKIES WITH RAISINS, STORE/OTHER BRAND",,,,15.6
333003,"OATMEAL COOKIES WITH RAISINS, PEPPERIDGE FARM SOFT BAKED",,,,15.0
333008,"Cookies, oatmeal, soft, with raisins",69.6,1115.0,5.79,14.3
333014,"Proximates, Tomatoes, diced, canned, HUNTS (IN, NY) - NFY120ALH",,,,0.17
333022,"Proximates, Tomatoes, diced, canned, HUNTS (AL, CA1) - NFY120ALO",,,,0.49
333029,"Proximates, Tomatoes, diced, canned, HUNTS (CO, CT) - NFY120AM1",,,,0.2
333036,"Proximates, Tomatoes, diced, canned, HUNTS (CA2, NC) - NFY120ALU",,,,0.18
333044,"Proximates, Tomatoes, diced, canned, HUNTS (FL, MO) - NFY120AM7",,,,0.64
333052,"Proximates, Tomatoes, diced, canned, HUNTS (MI, OK) - NFY120AME",,,,0.14
333059,"Proximates, Tomatoes, diced, canned, STORE BRAND, GREAT VALUE & S&W PREMIUM (AL, CA1) - NFY120AMR",,,,0.16
333066,"Proximates, Tomatoes, diced, canned, DEL MONTE (NC, NY) - NFY120AMK",,,,0.14
333073,"Proximates, Tomatoes, diced, canned, VALUE TIME (CA2) - NFY120AMX",,,,0.48
333081,"Proximates, Tomatoes, diced, canned, DEL MONTE (CO, CT) - NFY120AN4",,,,0.22
333088,"Proximates, Tomatoes, diced, canned, DEL MONTE (FL, MO) - NFY120ANA",,,,0.19
333096,"Proximates, Tomatoes, diced, canned, DEL MONTE (MI, OK) - NFY120ANH",,,,0.15
333103,"Proximates, Tomatoes, diced, canned, STORE BRAND, KROGER BRAND (IN, MI) - NFY120ANN",,,,0.39
333110,"Proximates, Tomatoes, diced, canned, STORE BRAND, GREAT VALUE (AL, OK) - NFY120ANU",,,,0.43
333117,"Proximates, Tomatoes, diced, canned, STORE BRAND, BIG DAISY & SAFEWAY KITCHENS (CO, CT) - NFY120AO7",,,,0.09
333124,"Proximates, Tomatoes, diced, canned, STORE BRAND, SUNNY SELECT & VINE RIPE (CA2, NC) - NFY120AO0",,,,0.19
333132,"Proximates, Tomatoes, diced, canned, STORE BRAND, HYTOP PREMIUM QUALITY & AMERICAS CHOICE (CA1, NY) - NFY120AOK",,,,0.12
333140,"Tomatoes, canned",,,,1.0
333147,"Tomatoes, canned",,,,0.76
333156,"Tomatoes, canned",,,,0.46
333164,"Tomatoes, canned",,,,0.8
333171,"Tomatoes, canned",,,,0.66
333179,"Proximates, Tomatoes, diced, canned, STORE BRAND, HY VEE & PUBLIX (FL, MO) - NFY120AOD",,,,0.21
333186,"Tomatoes, canned",,,,0.73
333193,"Tomatoes, canned",,,,1.1
333202,"Tomatoes, canned",,,,0.69
333209,"Tomatoes, canned",,,,0.71
333218,"Tomatoes, canned",,,,0.77
333225,"Tomatoes, canned",,,,0.82
333233,"Tomatoes, canned",,,,0.51
333240,"Tomatoes, canned",,,,0.65
333248,"Tomatoes, canned",,,,0.81
333255,"Tomatoes, canned",,,,0.71
333264,"Tomatoes, canned",,,,0.64
333272,"Tomatoes, canned",,,,0.78
333279,"Tomatoes, canned",,,,0.75
333281,"Tomatoes, canned, red, ripe, diced",3.32,47.0,0.84,0.5
333287,"Proximates, Haddock, raw (CT) - NFY060CMN",,,,0.46
333294,"Proximates, Haddock, raw (CO) - NFY060CM8",,,,0.44
333301,"Proximates, Haddock, raw (IN) - NFY060CN2",,,,0.51
333307,"Proximates, Haddock, raw (NY) - NFY060COB",,,,0.55
333315,"Proximates, Haddock, raw (FL) - NFY060CNH",,,,0.47
333321,"Proximates, Haddock, raw (NC) - NFY060CLE",,,,0.33
333328,"Proximates, Haddock, raw (MI) - NFY060CPK",,,,0.38
333335,"Proximates, Haddock, raw (AL) - NFY060COQ",,,,0.46
333374,"Fish, haddock, raw",0.0,191.0,16.3,0.45
333380,"Proximates, Pollock, raw (CT) - NFY060DMV",,,,0.51
333385,"Proximates, Pollock, raw (NC) - NFY060DLV",,,,0.37
333392,"Proximates, Pollock, raw (OK) - NFY060DM7",,,,0.41
333398,"Proximates, Pollock, raw (MO) - NFY060DNV",,,,0.21
333405,"Proximates, Pollock, raw (CO) - NFY060DMJ",,,,0.51
333411,"Proximates, Pollock, raw (IN) - NFY060DN7",,,,0.47
333416,"Proximates, Pollock, raw (MI) - NFY060DP7",,,,0.37
333423,"Proximates, Pollock, raw (NY) - NFY060DO7",,,,0.4
333476,"Fish, pollock, raw",0.0,145.5,12.3,0.41
333495,"Proximates, Tuna, canned, in water, drained solids,  BUMBLEBEE CHUNK LIGHT, IN WATER  (CA2,NC) - NFY090S13",,,,0.86
333514,"Proximates, Tuna, canned, in water, drained solids,  BUMBLEBEE CHUNK LIGHT, IN WATER  (FL,MO) - NFY090S1K",,,,0.96
333532,"Proximates, Tuna, canned, in water, drained solids,  BUMBLEBEE CHUNK LIGHT, IN WATER  (IN,NY) - NFY090S0B",,,,1.14
333552,"Proximates, Tuna, canned, in water, drained solids,  BUMBLEBEE CHUNK LIGHT, IN WATER  (CO,CT) - NFY090S1C",,,,1.27
333580,"Proximates, Tuna, canned, in water, drained solids,  BUMBLEBEE CHUNK LIGHT, IN WATER  (AL,CA1) - NFY090S0S",,,,1.26
333601,"Proximates, Tuna, canned, in water, drained solids,  BUMBLEBEE CHUNK LIGHT, IN WATER  (MI,OK) - NFY090S1T",,,,1.06
333620,"Proximates, Tuna, canned, in water, drained solids,  CHICKEN OF THE SEA CHUNK LIGHT, IN WATER  (IN,NY) - NFY090S21",,,,0.9
333639,"Proximates, Tuna, canned, in water, drained solids,  CHICKEN OF THE SEA CHUNK LIGHT, IN WATER  (VA,NC) - NFY090S2T",,,,0.82
333658,"Proximates, Tuna, canned, in water, drained solids,  CHICKEN OF THE SEA CHUNK LIGHT, IN WATER  (FL,MO) - NFY090S3A",,,,1.03
333678,"Proximates, Tuna, canned, in water, drained solids,  CHICKEN OF THE SEA CHUNK LIGHT, IN WATER  (CO,CT) - NFY090S32",,,,0.85
333698,"Proximates, Tuna, canned, in water, drained solids,  CHICKEN OF THE SEA CHUNK LIGHT, IN WATER  (MI,OK) - NFY090S3J",,,,1.01
333717,"Proximates, Tuna, canned, in water, drained solids,  STARKIST, CHUNK LIGHT, IN WATER  (IN,NY) - NFY090S3R",,,,1.18
333745,"Proximates, Tuna, canned, in water, drained solids,  CHICKEN OF THE SEA CHUNK LIGHT, IN WATER  (VA,CA1) - NFY090S2I",,,,0.97
333765,"Proximates, Tuna, canned, in water, drained solids,  STARKIST, CHUNK LIGHT, IN WATER  (CA2,NC) - NFY090S4J",,,,0.86
333784,"Proximates, Tuna, canned, in water, drained solids,  STARKIST, CHUNK LIGHT, IN WATER  (FL,MO) - NFY090S50",,,,0.85
333804,"Proximates, Tuna, canned, in water, drained solids,  STARKIST, CHUNK LIGHT, IN WATER  (CO,CT) - NFY090S4S",,,,0.86
333823,"Proximates, Tuna, canned, in water, drained solids, store brand,  AMERICAS CHOICE &  KROGER (IN,NY) - NFY090S5H",,,,0.84
333843,"Proximates, Tuna, canned, in water, drained solids,  STARKIST, CHUNK LIGHT, IN WATER  (MI,OK) - NFY090S59",,,,1.09
333862,"Proximates, Tuna, canned, in water, drained solids, store brand,  MY ESSENTIALS &  SUNNY SELECT (CA2,NC) - NFY090S69",,,,0.98
333890,"Proximates, Tuna, canned, in water, drained solids,  STARKIST, CHUNK LIGHT, IN WATER  (AL,CA1) - NFY090S48",,,,0.99
333910,"Proximates, Tuna, canned, in water, drained solids, store brand,  GREAT VALUE &  MIDWEST COUNTRY FARE (FL,MO) - NFY090S6Q",,,,0.9
333930,"Proximates, Tuna, canned, in water, drained solids, store brand,  SAFEWAY &  SHOP RITE (CO,CT) - NFY090S6I",,,,1.01
333950,"Proximates, Tuna, canned, in water, drained solids, store brand,  GREAT VALUE &  KROGER (MI,OK) - NFY090S6Z",,,,0.83
333961,Tuna; chunk light; canned in water; drained solids,,,,0.9
333990,"Proximates, Tuna, canned, in water, drained solids, store brand,  GREAT VALUE &  SAFEWAY (AL,CA1) - NFY090S5Y",,,,0.87
334002,Tuna; chunk light; canned in water; drained solids,,,,0.6
334014,Tuna; chunk light; canned in water; drained solids,,,,0.9
334027,Tuna; chunk light; canned in water; drained solids,,,,0.9
334039,Tuna; chunk light; canned in water; drained solids,,,,1.0
334052,Tuna; chunk light; canned in water; drained solids,,,,0.7
334064,Tuna; chunk light; canned in water; drained solids,,,,0.7
334076,Tuna; chunk light; canned in water; drained solids,,,,0.8
334089,Tuna; chunk light; canned in water; drained solids,,,,0.7
334101,Tuna; chunk light; canned in water; drained solids,,,,1.0
334113,Tuna; chunk light; canned in water; drained solids,,,,0.9
334125,Tuna; chunk light; canned in water; drained solids,,,,0.8
334135,Tuna; chunk light; canned in water; drained solids,,,,0.9
334145,Tuna; chunk light; canned in water; drained solids,,,,0.9
334157,Tuna; chunk light; canned in water; drained solids,,,,1.1
334169,Tuna; chunk light; canned in water; drained solids,,,,1.0
334180,Tuna; chunk light; canned in water; drained solids,,,,1.0
334192,Tuna; chunk light; canned in water; drained solids,,,,1.1
334194,"Fish, tuna, light, canned in water, drained solids",0.08,233.0,19.0,0.94
334198,"Proximates, Sugar, Granulated, White, store brand (CA2, NC1, OK1) - NFY040XER",,,,0.33
334205,"Proximates, Sugar, Granulated, White, Name brand (CA2, NC1, OK1) - NFY040XDN",,,,0.22
334212,"Proximates, Sugar, Granulated, White, Name brand (CO2, CT1, IN1) - NFY040XDX",,,,0.19
